Company_Name,Ticker,Sub_Sector,Market_Cap,Close_Price,PE_Ratio,5Y_Historical_Revenue_Growth,1Y_Forward_Revenue_Growth,Total_Revenue,PBT,Taxes_And_Other_Items,DII_Holding_Change_3M,FII_Holding_Change_3M,MF_Holding_Change_3M,Promoter_Holding_Change_3M,Percentage_Buy_Records,No_Of_Analysts_With_Buy_Reco,Percentage Upside,Net_Profit,Profit_Margin,PS_Ratio,Earnings_Yield,Revenue_Growth,Total_Institutional_Holding_Change,Change_Retail_Holding,Composite_Score
Party Cruisers Ltd,PARTYCRUS,"Hotels, Resorts & Cruise Lines",106.3693692,181.35,79.97696929,4.459833613,0,16.02,1.85,0.52,0,0,0,0,0,0,0,1.33,11.54806492,6.639785843,0.017392225,-0.232023011,0,0,-17.16523185
SNL Bearings Ltd,SNL,Industrial Machinery,106.2471164,292.1,12.03251602,5.794629584,0,44.61,11.76,2.93,0,0,0,0,0,0,0,8.83,26.36180229,2.38168833,0.110685357,1.784644195,0,0,4.028482615
Fiberweb (India) Ltd,FIBERWEB,Textiles,106.1828819,36.2,9.363569828,-5.863017032,0,96.43,13.81,2.47,0,-3.47E-06,0,0,0,0,0,11.34,14.32126931,1.101139499,0.130058629,1.161622954,-3.47E-06,3.47E-06,1.529829743
ICICI Prudential Silver ETF,ICICISILVE,Equity,105.9539405,63.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,0,-1,0,0,NULL
Colorchips New Media Ltd,COLORCHIPS,NULL,105.9132975,11.84,302.6094216,-17.89260592,0,5.62,-0.33,-0.68,0,0,0,0,0,0,0,0.35,-5.871886121,18.84578247,-0.003115756,NULL,0,0,NULL
Cravatex Ltd,CRAVATEX,Commodities Trading,105.8921922,410,-5.32389101,17.51441066,0,604.26,-18.55,1.34,0,0,0,0,0,0,0,-19.89,-3.069870586,0.175242763,-0.175178166,106.519573,0,0,27.19339834
Touchwood Entertainment Ltd,TOUCHWOOD,Advertising,105.8774945,104.55,50.17890735,14.81843191,0,26.78,2.94,0.83,0,0,0,0.014732972,0,0,0,2.11,10.97834205,3.95360323,0.027767941,-0.955681329,0,-0.014732972,-10.03906166
BLB Ltd,BLBLIMITED,Investment Banking & Brokerage,105.6722694,20,11.21786299,24.43051826,0,355.26,11.31,1.89,0,0.00018916,0,0,0,0,0,9.42,3.183583854,0.297450513,0.107029025,12.26587005,0.00018916,-0.00018916,1.057945019
Fluidomat Ltd,FLUIDOM,Industrial Machinery,105.6505504,214,19.27929751,5.721439541,0,35.99,7.42,1.94,0,0,0,0,0,0,0,5.48,20.61683801,2.935552942,0.070231532,-0.898693914,0,0,0.109711647
B & A Packaging India Ltd,BAPACK,Paper Products,105.45171,207.55,11.5881,18.95697936,0,128.94,13.97,4.87,0,0,0,0,0,0,0,9.1,10.83449667,0.817835505,0.1324777,2.582661851,0,0,0.457264629
POCL Enterprises Ltd,POEL,Commodity Chemicals,105.3281919,191.25,31.25465634,9.235971864,0,498.21,3.19,-0.18,0,0,0,0,0,0,0,3.37,0.640292246,0.211413243,0.030286288,2.863890181,0,0,-6.937618478
Lambodhara Textiles Ltd,LAMBODHARA,Textiles,105.1708938,101.4,6.643770926,6.44404681,0,179.27,22.34,6.51,0,0.083053885,0,0.223953515,0,0,0,15.83,12.46165003,0.586661984,0.212416185,-0.640171815,0.083053885,-0.3070074,1.315190292
Grob Tea Co Ltd,GROBTEA,Tea & Coffee,104.8250679,904.05,25.13790598,4.886782107,0,95.13,5.02,0.85,0,0,0,0,0,0,0,4.17,5.276989383,1.101913885,0.047889308,-0.469347911,0,0,-5.082566127
Quadrant Televentures Ltd,QUADRANT,Telecom Services,104.6388289,1.71,-0.892594292,-13.15880805,0,441.64,-117.23,0,-5.293705748,0,0,0,0,0,0,-117.23,-26.54424418,0.236932409,-1.120329817,3.642489225,-5.293705748,5.293705748,-6.825716603
Evexia Lifecare Ltd,EVEXIA,NULL,104.6096719,1.68,121.6391533,-15.71529327,0,75.58,2.17,1.31,0,0,0,-2.116508892,0,0,0,0.86,2.871129929,1.384091981,0.02074378,-0.828865139,0,2.116508892,-29.89922213
Spectrum Electrical Industries Ltd,SPECTRUM,Electrical Components & Equipments,104.4780944,69.1,13.65726724,107.2799275,0,252.54,10.6,2.95,0,0,0,0,0,0,0,7.65,4.197354874,0.413709093,0.101456674,2.341360148,0,0,-1.779638054
NTC Industries Ltd,NTCIND,FMCG - Tobacco,104.4524258,87.6,11.61873479,6.672231334,0,37.03,11.57,2.58,0,-4.855994642,0,0,0,0,0,8.99,31.24493654,2.820751439,0.110768131,-0.853369763,-4.855994642,4.855994642,3.479209336
Suvidhaa Infoserve Ltd,SUVIDHAA,Online Services,103.6672036,5.05,-36.12097686,-7.961200334,0,45.85,-2.18,0.69,0.030368955,-0.089555683,0,-0.79231685,0,0,0,-2.87,-4.754634678,2.261007712,-0.02102883,0.238185255,-0.059186728,0.851503578,7.886335177
Lagnam Spintex Ltd,LAGNAM,Textiles,103.3950036,58.65,3.590104293,35.8630669,0,348.95,40.54,11.74,0,0.000282981,0,0,0,0,0,28.8,11.61771027,0.296303206,0.392088579,6.610687023,0.000282981,-0.000282981,3.659643996
Halder Venture Ltd,HALDER,Commodities Trading,103.234773,327.65,4.576009439,34.87532638,0,903.43,31.83,9.27,0,0,0,0,0,0,0,22.56,3.523239211,0.114269808,0.308326343,1.588995558,0,0,0.134056332
Indian Sucrose Ltd,INDSUCR,Sugar,103.0739061,58.95,2.765599841,2.781883129,0,450.08,40.35,3.08,-0.170343036,0,0,0,0,0,0,37.27,8.965072876,0.229012411,0.391466682,-0.501809769,-0.170343036,0.170343036,1.381830057
Incredible Industries Ltd,INCREDIBLE,Iron & Steel,103.0572635,22.45,29.11222134,7.404110484,0,536.15,5.9,2.36,0,0.000727059,0,0,0,0,0,3.54,1.10043831,0.192217222,0.057249725,0.19123267,0.000727059,-0.000727059,-6.954955825
Greencrest Financial Services Ltd,GREENCREST,NULL,103.0164733,2.77,183.957988,-2.733663465,0,8.88,0.75,0.19,0,0,0,0,0,0,0,0.56,8.445945946,11.6009542,0.007280389,-0.983437471,0,0,-44.12386988
Mangalam Seeds Ltd,MSL,Seeds,102.9920136,91.05,19.9210858,6.220187755,0,40.89,6.17,1,0,0,0,0,0,0,0,5.17,15.08926388,2.518757975,0.059907558,3.60472973,0,0,-0.306773048
Scanpoint Geomatics Ltd,SCANPGEOM,IT Services & Consulting,102.893826,11.73,52.49684999,0.271251726,0,33.45,2.61,0.65,7.84E-05,0,3.35E-05,0.021754319,0,0,0,1.96,7.802690583,3.07604861,0.025365953,-0.181951577,0.0001119,-0.021866219,-11.21899977
Shiva Global Agro Industries Ltd,SHIVAAGRO,Fertilizers & Agro Chemicals,102.8711974,103,6.441527699,7.630084016,0,639.48,26.04,10.07,0,0,0,-0.00060042,0,0,0,15.97,4.072058548,0.16086695,0.253132078,18.11748879,0,0.00060042,3.937004909
Nandani Creation Ltd,JAIPURKURT,Apparel & Accessories,102.6910447,102.5,201.3549895,27.08584661,0,63.35,0.69,0.18,0,0.000339461,0,-70.64117322,0,0,0,0.51,1.089187056,1.621010966,0.006719184,-0.900935135,0.000339461,70.64083376,-50.29159953
Shalibhadra Finance Ltd,SAHLIBHFI,Diversified Financials,102.5595192,173.15,17.03646498,7.362487284,0,22.31,8.15,2.13,0,0,0,-0.981183253,0,0,0,6.02,36.53070372,4.597020134,0.079466051,-0.647829519,0,0.981183253,4.711602305
Raja Bahadur International Ltd,RAJABAH,Real Estate,101.99875,4079.95,-20.3184761,0.166539483,0,31.38,-8.59,-3.57,0,0,0,0,0,0,0,-5.02,-27.37412365,3.250438177,-0.084216718,0.406544151,0,0,-1.662275849
Future Enterprises Ltd,FELDVR,Conglomerates,101.7292532,6.85,-0.088823237,0,0,1590.68,-1261.57,-116.27,0,0.000304764,0,0,0,0,0,-1145.3,-79.31010637,0.063953311,-12.40125097,49.69088591,0.000304764,-0.000304764,-7.382523114
ASI Industries Ltd,ASIIL,Mining - Diversified,101.4584996,11.3,-1.814350851,-4.998446528,0,244.38,-63.37,-7.45,0,0,0,-5.00E-05,0,0,0,-55.92,-25.93092724,0.415166951,-0.624590352,-0.846367591,0,5.00E-05,-6.240735996
Debock Industries Ltd,DIL,Agricultural & Farm Machinery,101.2272035,13.4,15.04118923,43.24722032,0,97.41,8.96,2.23,0,0,0,-7.084050235,0,0,0,6.73,9.198234268,1.039186978,0.088513756,-0.60139946,0,7.084050235,-1.611088606
AAA Technologies Ltd,AAATECH,IT Services & Consulting,100.9554033,74.9,50.47770167,3.679618178,0,14.58,2.75,0.75,0,0,0,0,0,0,0,2,18.86145405,6.924238909,0.027239751,-0.850323375,0,0,-8.11664275
Pooja Entertainment And Films Ltd,POOJAENT,NULL,100.9544539,204.3,36.05516209,0,0,24.59,2.9,0.1,0,0,0,0,0,0,0,2.8,11.79341196,4.105508495,0.028725825,0.686556927,0,0,-5.893798302
Mercury Laboratories Ltd,MERCURYLAB,Pharmaceuticals,100.8164299,845,27.39576901,4.003710582,0,58.86,5.15,1.47,0,0,0,0,0,0,0,3.68,8.749575263,1.712817362,0.051082944,1.393655958,0,0,-4.313134447
Everest Organics Ltd,EVERESTO,Pharmaceuticals,100.7844476,125.15,88.40741015,13.39707825,0,202.26,1.74,0.6,0.00045,0,0,0.00125,0,0,0,1.14,0.860278849,0.498291544,0.017264569,2.436289501,0.00045,-0.0017,-21.27759795
Tilak Ventures Ltd,TILAK,Diversified Financials,100.2382743,4.47,-257.0212162,-6.597793589,0,4.45,-0.23,0.16,0.174793631,0,0,0,0,0,0,-0.39,-5.168539326,22.5254549,-0.002294533,-0.977998616,0.174793631,-0.174793631,62.76236797
Vistar Amar Ltd,VISTARAMAR,NULL,99.99288388,321.3,30.11833852,76.25293658,0,55.96,4.43,1.11,0,0,0,0,0,0,0,3.32,7.916368835,1.786863543,0.044303153,11.5752809,0,0,-2.656672197
Bharat Immunologicals and Biologicals Corporation Ltd,BIBCL,Pharmaceuticals,99.90663143,27.75,-11.41790073,-8.709880784,0,79.49,-9.68,-0.93,0,0,0,0,0,0,0,-8.75,-12.17763241,1.256845282,-0.096890465,0.420478914,0,0,-0.084813191
Ausom Enterprise Ltd,AUSOMENT,Commodities Trading,99.73754303,71.75,18.53857677,-35.08364718,0,34.07,6.54,1.16,0,7.34E-05,0,0,0,0,0,5.38,19.19577341,2.927430086,0.065572099,-0.571392628,7.34E-05,-7.34E-05,0.021469352
Source Natural Foods and Herbal Supplements Ltd,SOURCENTRL,Pharmaceuticals,99.71746619,153.05,41.03599432,6.662393608,0,22.02,3.68,1.25,0,0,0,0,0,0,0,2.43,16.71207993,4.528495286,0.036904267,-0.353683593,0,0,-6.169399496
India Finsec Ltd,IFINSEC,Diversified Financials,99.71189876,41.85,19.28663419,21.65620543,0,24.33,5.4,0.23,0,0,0,3.042004128,0,0,0,5.17,22.19482121,4.098310677,0.054156024,0.104904632,0,-3.042004128,0.753272913
Future Enterprises Ltd,FEL,Conglomerates,99.70556153,1.65,-0.034650908,-13.53370221,0,2289.18,-3172.72,-295.29,0.00042468,7.69E-05,0,0,0,0,0,-2877.43,-138.5963533,0.043555143,-31.82089295,93.08877928,0.00050158,-0.00050158,-11.36810538
Universal Autofoundry Ltd,UNIAUTO,Auto Parts,99.54606767,93.35,-29.62680585,15.60804569,0,163.06,-3.66,-0.3,0,0,0,0,0,0,0,-3.36,-2.24457255,0.610487352,-0.036766897,-0.928769254,0,0,6.613366012
Saptarishi Agro Industries Ltd,SPTRSHI,Agro Products,99.52765725,30.73,180.9593768,188.5662073,0,44.02,0.55,0,0,0,0,0,0,0,0,0.55,1.249432076,2.260964499,0.005526102,-0.730038023,0,0,-45.10999569
Faze Three Autofab Ltd,FAZE3AUTO,NULL,99.13502149,93.75,7.655214014,9.620372474,0,196.55,15.09,2.14,0,0,0,0,0,0,310.6666667,12.95,7.677435767,0.504375586,0.152216641,3.465015902,0,0,0.871809414
Rishiroop Ltd,RISHIROOP,Commodity Chemicals,98.72922075,110.55,5.866263859,11.96207989,0,93.51,21.3,4.47,0,0,0,0,0,0,0,16.83,22.77831248,1.055814573,0.215741599,-0.524243195,0,0,4.096951356
B & A Ltd,BNALTD,Agro Products,98.64962429,320.4,4.095044595,13.26822224,0,291.91,36.07,11.98,0,0,0,0,0,0,0,24.09,12.35654825,0.33794534,0.36563748,2.121698214,0,0,2.595800468
Tara Chand Logistic Solutions Ltd,TARACHAND,Business Support Services,98.59885767,70,41.42809146,19.82426901,0,130.35,3.23,0.85,0,0,0,0,0,0,0,2.38,2.477943997,0.756416246,0.032759,-0.553458258,0,0,-9.87590143
Palash Securities Ltd,PALASHSECU,Diversified Financials,98.57625045,96.2,-11.52938602,5.437309132,0,61.74,-12.96,-4.41,0,0.0001,0,0,0,0,0,-8.55,-20.99125364,1.59663509,-0.13147183,-0.526352129,0.0001,-0.0001,-2.497029938
Krishna Defence & Allied Industries Ltd,KRISHNADEF,Industrial Machinery,98.09992728,113.85,40.04078665,0,0,50.34,3.51,1.06,0,0,0,0,0,0,0,2.45,6.972586412,1.948747066,0.035779843,-0.184645287,0,0,-8.313211381
Bhilwara Technical Textiles Ltd,BTTL,Commodities Trading,97.42971605,16.9,5.615545594,120.8471423,0,36.25,17.58,0.23,0.101522434,0,0,0,0,0,0,17.35,48.49655172,2.687716305,0.180437763,-0.279896702,0.101522434,-0.101522434,10.67565797
Prima Plastics Ltd,PRIMAPLA,Housewares,97.02566716,88.25,11.20388766,11.10437967,0,155.18,10.5,1.84,0,0,0,-0.041880029,0,0,0,8.66,6.766335868,0.625245954,0.108218787,3.280827586,0,0.041880029,-0.289181051
AMD Industries Ltd,AMDIND,Packaging,96.83454096,48.5,11.80909036,7.059005124,0,210.64,10.63,2.43,0,0.055387588,0,0,0,0,0,8.2,5.046524877,0.459715823,0.109774879,0.357391416,0.055387588,-0.055387588,-1.58744662
Lykis Ltd,LYKISLTD,FMCG - Personal Products,96.82240645,50.2,40.17527239,24.91495598,0,335.07,2.25,-0.16,0,0,0,0,0,0,0,2.41,0.671501477,0.288961729,0.023238423,0.590723509,0,0,-9.728261851
Accel Ltd,ACCEL,Movies & TV Serials,96.8130443,16.65,16.43684963,68.99205426,0,117.29,4.82,-1.07,0,0,0,0,0,0,0,5.89,4.109472248,0.825416014,0.049786679,-0.649953741,0,0,-3.244332781
Motor and General Finance Ltd,MOTOGENFIN,Real Estate,96.76463829,24.3,-39.33521882,-16.85066983,0,6.26,-2.46,0,0.030985982,0.000284038,0,0,0,0,0,-2.46,-39.2971246,15.45760995,-0.02542251,-0.946628016,0.03127002,-0.03127002,-0.219315944
Hindcon Chemicals Ltd,HINDCON,Commodity Chemicals,96.69698184,93.4,22.80589194,14.67150468,0,67.99,6.1,1.86,0,0.002246505,0,0,0,0,0,4.24,8.971907633,1.422223589,0.063083665,9.861022364,0.002246505,-0.002246505,-0.992678859
Tarmat Ltd,TARMAT,Construction & Engineering,96.58800264,48.95,21.08908354,17.83007029,0,182.07,4.66,0.08,0,0,0,2.478777351,0,0,0,4.58,2.559455155,0.530499273,0.048246158,1.677893808,0,-2.478777351,-4.212933644
LA Tim Metal & Industries Ltd,LATIMMETAL,NULL,96.38608755,10.92,5.357759175,103.6289488,0,569.97,23.32,5.33,0,0,0,0,0,0,0,17.99,4.091443409,0.1691073,0.241943631,2.130499259,0,0,0.216045873
McDowell Holdings Ltd,MCDHOLDING,Asset Management,96.19677375,68.75,-33.63523558,-68.33719739,0,0.47,-2.86,0,0,1.43E-05,0,0,0,0,0,-2.86,-608.5106383,204.6739867,-0.029730727,-0.999175395,1.43E-05,-1.43E-05,-143.968641
LIC MF G-SEC Long Term ETF,LICNETFGSC,Debt,96.08053938,22.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,0,-1,0,0,NULL
Superior Industrial Enterprises Ltd,SIEL,Packaging,95.92762466,71.5,47.96381233,36.81833061,0,40.08,3.36,1.36,0.189891697,0,0,0,0,0,0,2,8.383233533,2.393403809,0.035026407,NULL,0.189891697,-0.189891697,NULL
BDH Industries Ltd,BDH,Pharmaceuticals,95.83500721,165.55,13.29195662,9.506485108,0,70.72,9.54,2.33,0,0,0,-0.000173693,0,0,0,7.21,13.489819,1.355133021,0.099546087,0.764471058,0,0.000173693,0.240583361
Ludlow Jute & Specialities Ltd,LUDLOWJUT,Textiles,95.8279476,88.75,8.218520377,9.739650283,0,574.61,15.4,3.74,0,0,0,0,0,0,0,11.66,2.680078662,0.166770414,0.160704684,7.125141403,0,0,0.396674922
Capital Trade Links Ltd,CTL,Consumer Finance,95.80775073,15.72,38.78856305,1.124116181,0,9.75,3.13,0.66,0,0,0,0,0,0,0,2.47,32.1025641,9.826435972,0.032669591,-0.98303197,0,0,-1.917257729
Aarey Drugs and Pharmaceuticals Ltd,AAREYDRUGS,Pharmaceuticals,95.77439122,37.25,14.64440233,4.408155367,0,495.43,10.02,3.48,0,0.056498635,0,0,0,0,0,6.54,2.022485518,0.193315688,0.104620869,49.81333333,0.056498635,-0.056498635,9.311978789
Nagpur Power and Industries Ltd,NAGPI,Mining - Manganese,95.54453691,73,31.32607768,11.89034496,0,42.3,3.23,0.18,-1.729219037,0,0,0.573944942,0,0,0,3.05,7.635933806,2.258736097,0.033806224,-0.914619623,-1.729219037,1.155274095,-6.583495634
Growington Ventures India Ltd,GROWINGTON,NULL,95.39602528,74.45,-3179.867509,-18.6524581,0,1.66,0.03,0.06,0,0,0,0,0,0,0,-0.03,1.807228916,57.46748511,0.000314479,-0.960756501,0,0,795.1784954
Zeal Aqua Ltd,ZEAL,Packaged Foods & Meats,95.25339229,7.56,16.53704727,15.04719146,0,352.67,7.2,1.44,0,0,0,0,0,0,0,5.76,2.041568605,0.270092132,0.075587859,211.4518072,0,0,49.23908214
Bright Brothers Ltd,BRIGHTBR,Commodity Chemicals,95.23344941,166,2.978837955,7.566150258,0,266.64,38.54,6.57,0,0,0,0.174288564,0,0,0,31.97,14.45394539,0.357161151,0.404689741,-0.243939093,0,-0.174288564,2.807792087
IDBI Gold Exchange Traded Fund,IDBIGOLD,Gold,95.11848704,4827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,0,-1,0,0,NULL
B.A.G. Films and Media Ltd,BAGFILMS,Movies & TV Serials,94.94834763,4.85,34.15408188,-2.331325801,0,122.3,5.17,2.39,0.001818934,0.000383997,0,0,0,0,0,2.78,4.227309894,0.776356072,0.054450658,NULL,0.002202931,-0.002202931,NULL
Sakthi Finance Ltd,SAKTHIFIN,Consumer Finance,94.5,30.05,9.936908517,1.235578104,0,181.35,12.91,3.4,0,0,0,0,0,0,0,9.51,7.11883099,0.521091811,0.136613757,0.482829109,0,0,-0.583812105
Danlaw Technologies India Ltd,DANLAW,IT Services & Consulting,94.48891267,255,23.15904722,55.0180053,0,126.31,4.85,0.77,0,0,0,0,0,0,0,4.08,3.839759322,0.748071512,0.051328774,-0.303501516,0,0,-4.905697354
Kalyani Forge Ltd,KALYANIFRG,Iron & Steel,94.31773203,256.25,30.13346071,1.380539873,0,247.82,4.02,0.89,0,0.000274876,0,0,0,0,0,3.13,1.622145105,0.38058967,0.04262189,0.961998258,0.000274876,-0.000274876,-6.887260618
Trejhara Solutions Ltd,TREJHARA,IT Services & Consulting,94.24211175,77.2,8.590894417,0,0,60.41,13.69,2.72,0,0.032091269,0,0,0,0,0,10.97,22.66181096,1.560041578,0.145264147,-0.756234364,0.032091269,-0.032091269,3.336693362
VBC Ferro Alloys Ltd,VBCFERROQ,Metals - Iron,94.13365424,54.65,553.7273779,53.01007318,0,97.12,0.21,0.04,0,0,0,0,0,0,0,0.17,0.216227348,0.96925097,0.002230871,0.607680848,0,0,-138.2258674
Simbhaoli Sugars Ltd,SIMBHALS,Sugar,94.06431731,22.8,-4.19368334,5.433397085,0,1176.79,-21.22,1.21,0,-0.17107722,0,0,0,0,0,-22.43,-1.803210428,0.079932968,-0.225590326,11.11686573,-0.17107722,0.17107722,3.334065356
Lahoti Overseas Ltd,LAHOTIOV,Textiles,93.73470589,31.9,3.956720384,9.439470074,0,900.82,36.23,12.54,0,0,0,0,0,0,0,23.69,4.021891166,0.104054868,0.386516389,-0.23451083,0,0,-0.042335012
Prajay Engineers Syndicate Ltd,PRAENG,Construction & Engineering,93.31284691,14.2,-37.77848053,5.299268005,0,95.19,-1.89,0.58,0,1.43E-05,0,0,0,0,0,-2.47,-1.985502679,0.980279934,-0.020254446,-0.894329611,1.43E-05,-1.43E-05,8.724665635
Tokyo Plast International Ltd,TOKYOPLAST,Housewares,93.2998281,97.45,-583.1239256,1.702086775,0,79.95,-0.26,-0.1,0,0.02593302,0,3.434188646,0,0,0,-0.16,-0.325203252,1.166977212,-0.002786715,-0.160100851,0.02593302,-3.460121666,145.6661386
Divyashakti Ltd,DIVSHKT,Building Products - Granite,93.18997325,90.1,13.01535939,-9.319063011,0,67.05,9.47,2.31,0,0,0,0,0,0,0,7.16,14.12378822,1.389857916,0.101620375,-0.161350844,0,0,0.236769496
Energy Development Company Ltd,ENERGYDEV,Renewable Energy,92.81134235,19.7,10.65572243,-21.54154724,0,45.52,5.6,-3.11,0,0.001061053,0,0,0,0,0,8.71,12.30228471,2.038913496,0.060337453,-0.321103654,0.001061053,-0.001061053,0.33162992
Sumedha Fiscal Services Ltd,SUMEDHA,Investment Banking & Brokerage,92.6879951,116.15,30.38950659,27.38840948,0,57.13,5.09,2.04,0,0,0,0,0,0,0,3.05,8.909504639,1.622404955,0.054915418,0.255052724,0,0,-5.306237307
Sagarsoft (India) Ltd,SAGARSOFT,IT Services & Consulting,92.6044462,132.15,11.6337244,48.24527319,0,119.14,10.86,2.9,0,0,0,0,0,0,0,7.96,9.115326507,0.777274183,0.117272987,1.085419219,0,0,-0.358244669
Akar Auto Industries Ltd,AAIL,Auto Parts,92.34840317,85,13.42273302,7.224790011,0,269.31,7.34,0.46,0,0,0,0,0,0,0,6.88,2.725483643,0.342907442,0.079481613,1.260449891,0,0,-2.359199871
Phoenix Township Ltd,PHOENIXTN,"Hotels, Resorts & Cruise Lines",92.24527037,66,329.4473942,1.535977738,0,16.08,0.56,0.28,0,0,0,0,0,0,0,0.28,3.482587065,5.736646167,0.006070772,-0.940291857,0,0,-81.72627475
Banka BioLoo Ltd,BANKA,Business Support Services,92.19935959,81.75,29.64609633,20.94385891,0,39.23,3.31,0.2,0,9.22E-05,0,-0.10444765,0,0,0,3.11,8.437420342,2.350225837,0.035900466,1.439676617,9.22E-05,0.10435545,-4.942226793
Maruti Infrastructure Ltd,MAINFRA,Construction & Engineering,92.19917978,70.05,180.7827054,13.64735452,0,25.84,0.84,0.33,0,0,0,0,0,0,0,0.51,3.250773994,3.568079713,0.00911071,-0.341320418,0,0,-44.46831296
Kanishk Steel Industries Ltd,KANSHST,Iron & Steel,92.08212406,31.25,3.502553216,7.041338742,0,331.08,32.19,5.9,0,0,0,0,0,0,0,26.29,9.722725625,0.278126507,0.349579251,11.8126935,0,0,4.508216477
S V Global Mill Ltd,SVGLOBAL,Real Estate,92.08197653,50.95,133.4521399,1.905031636,0,7.33,1.84,1.15,-0.420384483,0,0,0,0,0,0,0.69,25.10231924,12.56234332,0.019982195,-0.977860336,-0.420384483,0.420384483,-27.43701637
SPS Finquest Ltd,SPS,Diversified Financials,92.00074016,90.8,4.239665445,30.06553539,0,27.21,23.79,2.09,0,0,0,0,0,0,0,21.7,87.43109151,3.381137088,0.258584876,2.712141883,0,0,21.47589199
Nettlinx Ltd,NETTLINX,IT Services & Consulting,91.9996851,81.5,32.97479753,11.30923618,0,34.72,3.2,0.41,0,0,0,0.230771002,0,0,0,2.79,9.216589862,2.649760516,0.034782728,0.27600147,0,-0.230771002,-5.87055155
Transcorp International Ltd,TRANSCOR,Consumer Finance,91.80152912,29.25,9.080269943,25.26444648,0,2333.95,9.81,-0.3,0,0,0,0,0,0,0,10.11,0.420317488,0.039333117,0.106860965,66.22206221,0,0,14.39052744
Bonlon Industries Ltd,BONLON,NULL,91.71577249,67.45,43.05904812,10.24622371,0,389.06,2.77,0.64,0,0,0,-2.99654003,0,0,0,2.13,0.711972446,0.235736834,0.030202003,-0.833304055,0,2.99654003,-10.79509493
Josts Engineering Company Ltd,JOSTS,Industrial Machinery,91.68819225,477.45,20.32997611,8.370747075,0,124.6,6.61,2.1,0,0,0,0,0,0,0,4.51,5.304975923,0.735860291,0.072092162,-0.679740914,0,0,-3.926185275
Sumit Woods Ltd,SUMIT,Real Estate,91.55773012,31.4,-100.6128902,7.317157841,0,66.86,-1.96,-1.05,0,9.81E-05,0,0,0,0,0,-0.91,-2.931498654,1.369394707,-0.021407259,-0.463402889,9.81E-05,-9.81E-05,24.30452169
CHL Ltd,CHLLTD,"Hotels, Resorts & Cruise Lines",90.9482307,16.25,-11.03740664,-5.598645936,0,63.8,-14.38,-6.14,0,0,0,0,0,0,0,-8.24,-22.53918495,1.425520857,-0.158111927,-0.045767275,0,0,-2.886886397
Tree House Education and Accessories Ltd,TREEHOUSE,Education Services,90.91794259,21.15,-3.342571419,-18.80419893,0,22.23,-26.42,0.78,5.767762329,0.000543597,0,0,0,0,0,-27.2,-118.8484031,4.08987596,-0.290591706,-0.651567398,5.768305926,-5.768305926,-27.59727328
Mirae Asset S&P 500 Top 50 ETF,MASPTOP50,Equity,90.88496969,26.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,0,-1,0,0,NULL
Electrotherm (India) Ltd,ELECTHERM,Iron & Steel,90.86989037,71.35,-2.251483904,4.469608593,0,2837.85,-40.37,-0.01,0,0.001020183,0,0,0,0,0,-40.36,-1.422555808,0.032020681,-0.444261568,NULL,0.001020183,-0.001020183,NULL
Athena Global Technologies Ltd,ATHENAGLO,IT Services & Consulting,90.85741935,68.4,-12.27802964,20.16176416,0,29.26,-8.31,-0.91,0,0,0,0,0,0,0,-7.4,-28.40054682,3.105174961,-0.091461986,-0.989689378,0,0,-4.27805164
Mohini Health & Hygiene Ltd,MHHL,Health Care Equipment & Supplies,90.76475243,54.9,13.42673853,0.509719049,0,143.82,8.69,1.93,0,0,0,0,0,0,0,6.76,6.042275066,0.631099655,0.095742012,3.915242652,0,0,-0.867305203
Fidel Softech Ltd,FIDEL,IT Services & Consulting,90.70370008,66,19.8911623,0,0,26.86,6.29,1.73,0,0,0,0,0,0,0,4.56,23.41772152,3.376906183,0.069346675,-0.813238771,0,0,0.678330112
Golkunda Diamonds and Jewellery Ltd,GOLKUNDIA,NULL,90.55276808,126.3,12.28667138,23.2490645,0,238.52,10.43,3.06,0,0,0,0.147729492,0,0,0,7.37,4.372798927,0.37964434,0.11518146,7.880119136,0,-0.147729492,-0.008438329
Baba Arts Ltd,BABA,Movies & TV Serials,90.51260941,17.3,30.47562607,55.0699816,0,18.92,4.1,1.13,0,0,0,0,0,0,0,2.97,21.67019027,4.783964557,0.045297556,-0.920677511,0,0,-2.431528327
Kerala Ayurveda Ltd,KERALAYUR,Pharmaceuticals,90.09576098,84.3,38.33862169,10.02126437,0,81.49,2.79,0.44,0,-0.243821567,0,0,0,0,0,2.35,3.423732973,1.105605117,0.030967051,3.307082452,-0.243821567,0.243821567,-7.962906958
Steel City Securities Ltd,STEELCITY,Investment Banking & Brokerage,89.9886844,59.6,6.511482229,11.68899198,0,66.67,17.99,4.17,0,0.000397164,0,1.015807473,0,0,0,13.82,26.98365082,1.349762778,0.199914024,-0.181862805,0.000397164,-1.016204637,5.072675737
Shriram Asset Management Co Ltd,SRAMSET,Asset Management,89.95041929,150,-57.66052519,18.46644525,0,4.9,-0.67,0.89,0,0,0,0,0,0,0,-1.56,-13.67346939,18.35722843,-0.007448548,-0.926503675,0,0,10.76513803
